name	doi	aerobic_status	morphology	motility	spore_formation	gram_stain	bile_sensitive	saccharolytic	comments	urease	catalase	formate_production	acetate_production	propionate_production	butyrate_production	isobutyrate_production	valerate_production	isovalerate_production
Actinomyces europaeus	10.1099/00207713-47-3-687	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Actinomyces neuii	10.1099/00207713-44-1-167	facultative anaerobe	rods or oval-shaped	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase positive	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Alistipes indistinctus	10.1099/ijs.0.014571-0	obligate anaerobe	rods or cocci	not indicated	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		urease negative	catalase positive	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Alistipes inops	10.1099/ijsem.0.000617	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	asaccharolytic		urease negative	catalase negative	not producted	not producted	not producted	not producted	not producted	not producted	not producted
Alistipes onderdonkii	10.1099/ijs.0.64318-0	obligate anaerobe	rod/ bacilli	not indicated	not indicated	not indicated	growth in 20% bile	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Alistipes shahii	10.1099/ijs.0.64318-0	obligate anaerobe	rod/ bacilli	not indicated	not indicated	not indicated	growth in 20% bile	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Anaerococcus hydrogenalis	10.1099/00207713-51-4-1521	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease variable	not indicated	not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated
Anaerococcus lactolyticus	10.1099/00207713-51-4-1521	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease positive	not indicated	not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated
Anaerococcus octavius	10.1099/00207713-51-4-1521	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease negative	not indicated	not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated
Anaerococcus vaginalis	10.1099/00207713-51-4-1521	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		urease negative	not indicated	not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated
Anaerotruncus colihominis	10.1099/ijs.0.02653-0	anaerobe (unspecified)	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	major product	not indicated	not indicated	not indicated
Blautia caecimuris	N/A	obligate anaerobe	cocci or oval-shaped	not indicated	not indicated	Gram-positive	not indicated	saccharolytic	https://www.nature.com/articles/nmicrobiol2016131#Fig3	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Blautia coccoides	10.1099/ijs.0.65208-0	obligate anaerobe	rods or oval-shaped	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic	10.1099/00207713-26-4-482	not indicated	not indicated	not indicated	minor product	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium purinilyticum	10.1099/00207713-31-2-184	obligate anaerobe	rod/ bacilli	motile	spore forming	Gram-positive	growth in 20% bile	asaccharolytic		urease negative	catalase negative	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Blautia stercoris	10.1099/ijs.0.031625-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Blautia wexlerae	10.1099/ijs.0.65208-0	obligate anaerobe	oval-shaped/ coccobaccili	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease positive	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides amylophilus	N/A	obligate anaerobe	pleomorphic rods	non-motile	not indicated	not indicated	not indicated	saccharolytic	http://jb.asm.org/content/72/4/548.full.pdf+html	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides barnesiae	10.1099/ijs.0.64517-0	obligate anaerobe	pleomorphic rods	non-motile	non-spore forming	Gram-negative	growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	minor product
Bacteroides bivius	10.1099/00207713-27-4-337	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		not indicated	not indicated	not indicated	major product	not indicated	not indicated	minor product	not indicated	major product
Bacteroides buccae	10.1099/00207713-32-1-125	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		not indicated	not indicated	minor product	major product	not indicated	not indicated	minor product	not indicated	minor product
Bacteroides caccae	10.1099/00207713-36-4-499	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic		not indicated	not indicated	not indicated	major product	minor product	not indicated	minor product	not indicated	minor product
Bacteroides caecicola	10.1099/ijsem.0.000899	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	major product	minor product	not indicated	not indicated	not indicated	not indicated
Bacteroides caecigallinarum	10.1099/ijsem.0.000573	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides cellulosilyticus	10.1099/ijs.0.64998-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Bacteroides cellulosolvens	10.1099/00207713-34-2-185	anaerobe (unspecified)	rod/ bacilli	non-motile	non-spore forming	Gram-negative	no growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides chinchillae	10.1099/ijs.0.024026-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides clarus	10.1099/ijs.0.015107-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides coagulans	N/A	not indicated	oval-shaped/ coccobaccili	not indicated	not indicated	not indicated	not indicated	not indicated	http://jb.asm.org/content/25/4/389.full.pdf+html	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus rupicaprae	10.1099/ijs.0.026187-0	facultative anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus saliviloxodontae	10.1099/ijs.0.063263-0	facultative anaerobe	cocci	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease positive	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus sobrinus	10.1099/00207713-33-4-883	microaerobe	cocci	not indicated	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus suis	10.1099/00207713-37-2-160	facultative anaerobe	oval-shaped/ coccobaccili	non-motile	not indicated	Gram-positive	mixed	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus thoraltensis	10.1099/00207713-47-4-1073	not indicated	cocci	not indicated	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus tigurinus	10.1099/ijs.0.038299-0	facultative anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus troglodytae	10.1099/ijs.0.039388-0	facultative anaerobe	cocci	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease positive	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus troglodytidis	10.1099/ijs.0.038133-0	facultative anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus urinalis	10.1099/00207713-50-3-1173	facultative anaerobe	ovoid	non-motile	non-spore forming	Gram-positive	growth in 20% bile	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus ursoris	10.1099/ijs.0.019638-0	facultative anaerobe	cocci	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus vestibularis	10.1099/00207713-38-4-335	facultative anaerobe	cocci	not indicated	not indicated	Gram-positive	somewhat inhibited by 20% bile	saccharolytic		urease positive	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Streptococcus waius	10.1099/00207713-49-2-759	facultative anaerobe	cocci	non-motile	non-spore forming	Gram-positive	no growth in 20% bile	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides coprocola	10.1099/ijs.0.63788-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	growth in 20% bile	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Bacteroides coprophilus	10.1099/ijs.0.64979-0	anaerobe (unspecified)	rod/ bacilli	not indicated	non-spore forming	Gram-negative	growth in 20% bile	saccharolytic		urease negative	not indicated	not indicated	major product	minor product	not indicated	not indicated	not indicated	minor product
