CP001393	450134	451666	s104	Caldicellulosiruptor bescii		Unclassified Thermoanaerobacterales		http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
JX280492	1	1429	s123	Caldicellulosiruptor changbaiensis		Unclassified Thermoanaerobacterales		http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
EF100908	1	1482	s95	Caldicellulosiruptor hydrothermalis		Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
AJ004811	1	1508	s93	Caldicellulosiruptor kristjanssonii		Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
EF100909	1	1505	s95	Caldicellulosiruptor kronotskyensis		Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
X82842	1	1505	s93	Caldicellulosiruptor lactoaceticus		Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
U80596	1	1539	s93	Caldicellulosiruptor owensensis		Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
L09178	1	1535	s93	Caldicellulosiruptor saccharolyticus	type sp.	Unclassified Thermoanaerobacterales	1	http://www.bacterio.net/caldicellulosiruptor.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Thermoanaerobacterales and Dictyoglomales	Bacteria;Firmicutes;Clostridia;Unclassified Thermoanaerobacterales;Caldicellulosiruptor
GU216701	1	1520	s111	Caldicoprobacter algeriensis		Caldicoprobacteraceae		http://www.bacterio.net/caldicoprobacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Caldicoprobacteraceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter
FR749980	1	1543	s108	Caldicoprobacter faecalis		Caldicoprobacteraceae	1	http://www.bacterio.net/caldicoprobacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Caldicoprobacteraceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter
JQ707908	1	1531	s115	Caldicoprobacter guelmensis		Caldicoprobacteraceae		http://www.bacterio.net/caldicoprobacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Caldicoprobacteraceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter
AB450762	1	1471	s102	Caldicoprobacter oshimai	type sp.	Caldicoprobacteraceae		http://www.bacterio.net/caldicoprobacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Caldicoprobacteraceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter
AB067647	1	1427	s93	Caldilinea aerophila	type sp.	Caldilineaceae	1	http://www.bacterio.net/caldilinea.html	Bacteria;Chloroflexi;Caldilineae	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea
HM134893	1	1400	s108	Caldilinea tarbellica		Caldilineaceae		http://www.bacterio.net/caldilinea.html	Bacteria;Chloroflexi;Caldilineae	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea
EF554596	1	1464	s100	Caldimicrobium rimae	type sp.	Thermodesulfobacteriaceae		http://www.bacterio.net/caldimicrobium.html	Bacteria;Thermodesulfobacteria	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium
LC055107	1	1494	s128	Caldimicrobium thiodismutans		Thermodesulfobacteriaceae		http://www.bacterio.net/caldimicrobium.html	Bacteria;Thermodesulfobacteria	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium
AB008801	1	1466	s93	Caldimonas manganoxidans	type sp.	Comamonadaceae	1	http://www.bacterio.net/caldimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas
AY845052	1	1454	s93	Caldimonas taiwanensis		Comamonadaceae	1	http://www.bacterio.net/caldimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas
KC608867	1	1526	s128	Caldisalinibacter kiritimatiensis	type sp.	Clostridiaceae		http://www.bacterio.net/caldisalinibacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caldisalinibacter
AB428365	1	1481	s102	Caldisericum exile	type sp.	Caldisericaceae		http://www.bacterio.net/caldisericum.html	Bacteria	Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum
AB087499	1	1466	s93	Caldisphaera lagunensis	type sp.	Caldisphaeraceae	1	http://www.bacterio.net/caldisphaera.html	Archaea;Crenarchaeota;Acidilobales	Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera
AB250968	1	1541	s106	Calditerricola satsumensis	type sp.	Bacillaceae		http://www.bacterio.net/calditerricola.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Bacilli and Tenericutes	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola
AB308475	1	1535	s106	Calditerricola yamamurae		Bacillaceae		http://www.bacterio.net/calditerricola.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Bacilli and Tenericutes	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola
AB364234	1	1487	s100	Calditerrivibrio nitroreducens	type sp.	Deferribacteraceae	1	http://www.bacterio.net/calditerrivibrio.html	Bacteria;Deferribacteres	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Calditerrivibrio
AJ430587	1	1504	s93	Caldithrix abyssi	type sp.	Unclassified Deferribacterales	1	http://www.bacterio.net/caldithrix.html	Bacteria;Other Deferribacteres	Bacteria;Deferribacteres;Deferribacteres;Unclassified Deferribacterales;Caldithrix
FJ999729	1	1482	s104	Caldithrix palaeochoryensis		Unclassified Deferribacterales		http://www.bacterio.net/caldithrix.html	Bacteria;Other Deferribacteres	Bacteria;Deferribacteres;Deferribacteres;Unclassified Deferribacterales;Caldithrix
AB013926	1	1642	s93	Caldivirga maquilingensis	type sp.	Thermoproteaceae	1	http://www.bacterio.net/caldivirga.html	Archaea;Crenarchaeota;Thermoproteales;Thermoproteaceae	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga
EF187228	1	1400	s108	Calidifontibacter indicus	type sp.	Dermacoccaceae		http://www.bacterio.net/calidifontibacter.html	Bacteria;Actinobacteria;Actinobacteria;Microccocales and Actinomycetaceae;Intrasporangiaceae-Dermacoccaceae and Dermatophilaceae;Dermacoccaceae	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;Calidifontibacter
EU409943	1	1471	s100	Caloramator australicus		Clostridiaceae		http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
FM244718	1	1436	s111	Caloramator boliviensis		Clostridiaceae		http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
AF104215	1	1454	s93	Caloramator coolhaasii		Clostridiaceae	1	http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
L09187	1	1519	s93	Caloramator fervidus	type sp.	Clostridiaceae	1	http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
X75788	1	1515	s93	Caloramator indicus		Clostridiaceae	1	http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
GU723692	1	1605	s108	Caloramator mitchellensis		Clostridiaceae		http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
X90488	1	1420	s93	Caloramator proteoclasticus		Clostridiaceae	1	http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
JN648101	1	1517	s115	Caloramator quimbayensis		Clostridiaceae		http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
AF181848	1	1480	s93	Caloramator viterbiensis		Clostridiaceae	1	http://www.bacterio.net/caloramator.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Clostridiaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
AJ272422	1	1443	s93	Caloranaerobacter azorensis	type sp.	Clostridiaceae	1	http://www.bacterio.net/caloranaerobacter.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloranaerobacter
JF262044	1	1437	s111	Caloribacterium cisternae	type sp.	Thermoanaerobacteraceae		http://www.bacterio.net/caloribacterium.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales;Unclassified Thermoanaerobacterales	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium
FR851926	1	1448	s111	Camelimonas abortus		Beijerinckiaceae		http://www.bacterio.net/camelimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Other Beijerinckiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas
KM979560	1	1450	s128	Camelimonas fluminis		Beijerinckiaceae		http://www.bacterio.net/camelimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Other Beijerinckiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas
FN430422	1	1435	s104	Camelimonas lactis	type sp.	Beijerinckiaceae		http://www.bacterio.net/camelimonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Other Beijerinckiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Camelimonas
AJ309655	1	1413	s93	Caminibacter hydrogeniphilus	type sp.	Nautiliaceae	1	http://www.bacterio.net/caminibacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Nautiliales	Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter
AY691430	1	1358	s93	Caminibacter mediatlanticus		Nautiliaceae	1	http://www.bacterio.net/caminibacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Nautiliales	Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter
AJ535664	1	1485	s93	Caminibacter profundus		Nautiliaceae	1	http://www.bacterio.net/caminibacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Nautiliales	Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;Caminibacter
AJ320233	1	1456	s93	Caminicella sporogenes	type sp.	Clostridiaceae	1	http://www.bacterio.net/caminicella.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Clostridiales	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caminicella
EU623473	1	1354	s102	Campylobacter avium		Campylobacteraceae		http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
EF621894	1	1361	s93	Campylobacter canadensis		Campylobacteraceae	1	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF372092	1	1341	s93	Campylobacter coli		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174166	1	1340	s93	Campylobacter concisus		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
KF745861	1	1452	s121	Campylobacter corcagiensis		Campylobacteraceae		http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ400345	1	1390	s100	Campylobacter cuniculorum		Campylobacteraceae		http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174165	1	1479	s93	Campylobacter curvus		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174127	1	1343	s93	Campylobacter fetus subsp. fetus	type sp.	Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AY621303	1	1480	s121	Campylobacter fetus subsp. testudinum		Campylobacteraceae		http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174131	1	1343	s93	Campylobacter fetus subsp. venerealis		Campylobacteraceae	2, t	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174168	1	1341	s93	Campylobacter gracilis		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
U03022	1	1439	s93	Campylobacter helveticus		Campylobacteraceae	2, t	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AJ251584	1	1414	s93	Campylobacter hominis		Campylobacteraceae	1	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF097689	1	1423	s93	Campylobacter hyointestinalis subsp. hyointestinalis		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF097685	1	1419	s93	Campylobacter hyointestinalis subsp. lawsonii		Campylobacteraceae	1	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
KF425533	1	1503	s128	Campylobacter iguaniorum		Campylobacteraceae		http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174183	1	1341	s93	Campylobacter insulaenigrae		Campylobacteraceae	1	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
DQ174144	1	1341	s93	Campylobacter jejuni subsp. doylei		Campylobacteraceae	2	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF372091	1	1341	s93	Campylobacter jejuni subsp. jejuni		Campylobacteraceae	2, Z	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
AF043425	1	1467	s93	Campylobacter lanienae		Campylobacteraceae	1, +	http://www.bacterio.net/campylobacter.html	Bacteria;Delta and Epsilonproteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
